"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_EXPANSION_SPRAYCAN_ORANGE_NAME","Spray can - Orange","Spray can - Orange","Sprej - Oranžová","Sprühflasche - Orange","Баллончик с краской - Оранжевый","Spray can - Orange","Spray can - Orange","Bomboletta Spray - Arancio","Lata de pintura - Orange","Bombe de peinture - Orange","噴漆罐 - 橙色","Spray can - Orange","Spray can - Orange","喷雾罐 - 橙色",
"STR_EXPANSION_SPRAYCAN_RED_NAME","Spray can - Red","Spray can - Red","Sprej - Červená","Sprühflasche - Rot","Баллончик с краской - Красный","Spray - Czerwony","Spray can - Red","Bomboletta Spray - Rossa","Lata de pintura - Rojo","Bombe de peinture - Rouge","噴漆罐 - 紅色","スプレー缶・Red","Tintura - Vermelho","喷雾罐 - 红色",
"STR_EXPANSION_SPRAYCAN_WHITE_NAME","Spray can - White","Spray can - White","Sprej - Bílá","Sprühflasche - Weiß","Баллончик с краской - Белый","Spray - Biały","Spray can - White","Bomboletta Spray - Bianca","Lata de pintura - Blanco","Bombe de peinture - Blanc","噴漆罐 - 白色","スプレー缶・White","Tintura - Branco","喷雾罐 - 白色",
"STR_EXPANSION_SPRAYCAN_YELLOW_NAME","Spray can - Yellow","Spray can - Yellow","Sprej - Žlutá","Sprühflasche - Gelb","Баллончик с краской - Жёлтый","Spray - Żółty","Spray can - Yellow","Bomboletta Spray - Gialla","Lata de pintura - Amarillo","Bombe de peinture - Jaune","噴漆罐 - 黃色","スプレー缶・Yellow","Tintura - Amarelo","喷雾罐 - 黄色",
"STR_EXPANSION_TARGET_INVENTORY_FULL_DESC","Not enough space in inventory of %1.","Not enough space in inventory of %1.","Not enough space in inventory of %1.","Nicht genug Platz im Inventar von %1.","Недостаточно места в инвентаре у %1.","Not enough space in inventory of %1.","Not enough space in inventory of %1.","Not enough space in inventory of %1.","Not enough space in inventory of %1.","Il n'y a pas assez de place dans l'inventaire de %1.","Not enough space in inventory of %1.","Not enough space in inventory of %1.","Not enough space in inventory of %1.","%1的库存空间不足。",
"STR_EXPANSION_TEMPORARY_STORAGE","Temporary Storage Container","Temporary Storage Container","Dočasný úložný kontejner","Temporärer Behälter","Контейнер временного хранения","Temporary Storage Container","Temporary Storage Container","Deposito Temporaneo","Contenedor temporal de almacenaje","Conteneur de stockage temporaire","臨時儲存容器","Temporary Storage Container","Temporary Storage Container","临时存储容器",
"STR_EXPANSION_TEMPORARY_STORAGE_DESC","A temporary storage container for items that didn't fit into the inventory. Only accessible by the owner. Will be automatically deleted after 20 minutes or when emptied out.","A temporary storage container for items that didn't fit into the inventory. Only accessible by the owner. Will be automatically deleted after 20 minutes or when emptied out.","Dočasný úložný kontejner pro předměty, které se nevejdou do inventáře. Přístupný pouze majiteli. Bude automaticky smazán po 20 minutách nebo po vyprázdnění.","Ein temporärer Behälter für Gegenstände, die nicht mehr ins Inventar passten. Nur der Besitzer hat auf den Inhalt Zugriff. Wird nach 20 Minuten, oder wenn er geleert wurde, automatisch entfernt.","Контейнер для временного хранения предметов, купленных у торговца. Доступен только вам. Будет автоматически удален через 20 минут или когда будет опустошен.","A temporary storage container for items that didn't fit into the inventory. Only accessible by the owner. Will be automatically deleted after 20 minutes or when emptied out.","A temporary storage container for items that didn't fit into the inventory. Only accessible by the owner. Will be automatically deleted after 20 minutes or when emptied out.","Un deposito temporaneo per oggetti che non stavano in inventario. Accessibile solo dal proprietario. Verrà automaticamente cancellato dopo 20 minuti o quando svuotato.","Un contenedor de almacenamiento temporal para artículos comprados en un comerciante. Solo accesible por ti. Se eliminará automáticamente después de 20 minutos o cuando se vacíe.","Un conteneur de stockage temporaire pour les articles achetés chez un commerçant. Uniquement accessible par vous. Sera automatiquement supprimé après 20 minutes ou lorsqu'il sera vidé.","用於存放未能放入背包的物品的臨時儲存容器。只有所有者可以訪問。在 20 分鐘後或清空後將自動刪除。","A temporary storage container for items that didn't fit into the inventory. Only accessible by the owner. Will be automatically deleted after 20 minutes or when emptied out.","A temporary storage container for items that didn't fit into the inventory. Only accessible by the owner. Will be automatically deleted after 20 minutes or when emptied out.","用于存放不适合库存的物品的临时存储容器。只有所有者才能访问。将在20分钟后或清空时自动删除。",
"STR_EXPANSION_TEMPORARY_STORAGE_EXPIRATION_WARNING","A temporary container with items that didn't fit into your inventory will be deleted soon.","A temporary container with items that didn't fit into your inventory will be deleted soon.","Dočasný kontejner s předměty, které se nevešly do vašeho inventáře, bude brzy smazán.","Ein temporärer Behälter mit Gegenständen, die nicht mehr in dein Inventar passten, wird demnächst entfernt.","Временный контейнер с предметами, которые вы купили у торговца, скоро будет удален.","A temporary container with items that didn't fit into your inventory will be deleted soon.","A temporary container with items that didn't fit into your inventory will be deleted soon.","Un contenitore temporaneo con i tuoi oggetti sparirà presto.","Pronto se eliminará un contenedor temporal con artículos que compró a un comerciante.","Un conteneur temporaire contenant des objets que vous avez achetés auprès d'un commerçant sera bientôt supprimé.","一個包含未能放入您的背包的物品的臨時容器將被刪除。","A temporary container with items that didn't fit into your inventory will be deleted soon.","A temporary container with items that didn't fit into your inventory will be deleted soon.","一个包含不适合您库存的物品的临时容器将很快被删除。",
"STR_EXPANSION_TEMPORARY_STORAGE_EXPIRED","A temporary container with items that didn't fit into your inventory has expired and was automatically deleted.","A temporary container with items that didn't fit into your inventory has expired and was automatically deleted.","Dočasný kontejner s předměty, které se nevešly do vašeho inventáře, vypršel a byl automaticky smazán.","Ein temporärer Behälter mit Gegenständen, die nicht mehr in dein Inventar passten, ist abgelaufen und wurde entfernt.","Временный контейнер с предметами, которые вы купили у торговца, истек и был автоматически удален.","A temporary container with items that didn't fit into your inventory has expired and was automatically deleted.","A temporary container with items that didn't fit into your inventory has expired and was automatically deleted.","Un contenitore temporaneo che conteneva oggetti che non entravano nel tuo inventario è scaduto ed è stato automaticamente eliminato.","Un contenedor temporal con artículos que compró a un comerciante caducó y se eliminó automáticamente.","Un conteneur temporaire contenant des articles que vous avez achetés auprès d'un commerçant a expiré et a été automatiquement supprimé.","一個包含未能放入您的背包的物品的臨時容器已經過期並已自動刪除。","A temporary container with items that didn't fit into your inventory has expired and was automatically deleted.","A temporary container with items that didn't fit into your inventory has expired and was automatically deleted.","一个包含不适合您库存的物品的临时容器已过期，已被自动删除。",
"STR_EXPANSION_TEMPORARY_STORAGE_INFO","Some items didn't fit in your inventory and were placed in a temporary, secure container on the ground. Please retrieve them soon, the container will be automatically deleted in 20 minutes.","Some items didn't fit in your inventory and were placed in a temporary, secure container on the ground. Please retrieve them soon, the container will be automatically deleted in 20 minutes.","Některé předměty se nevešly do vašeho inventáře a byly umístěny do dočasného bezpečného kontejneru na zemi. Prosím, získejte je co nejdříve, kontejner bude automaticky smazán za 20 minut.","Einige Gegenstände passten nicht mehr in dein Inventar und wurden in einem sicheren Behälter mit begrenzter Lebensdauer auf dem Boden platziert. Bitte hole sie rechtzeitig heraus, der Behälter wird in 20 Minuten automatisch entfernt.","Некоторые предметы не поместились в ваш инвентарь и были помещены во временный контейнер на земле. Пожалуйста, заберите их в ближайшее время, контейнер будет автоматически удален через 20 минут.","Some items didn't fit in your inventory and were placed in a temporary, secure container on the ground. Please retrieve them soon, the container will be automatically deleted in 20 minutes.","Some items didn't fit in your inventory and were placed in a temporary, secure container on the ground. Please retrieve them soon, the container will be automatically deleted in 20 minutes.","Alcuni oggetti non stavano nel tuo inventario e sono stati messi in un contenitore accessibile solo a te qui a terra. Per favore prendeteli al più presto, il contenitore sparirà in 20 minuti.","Algunos artículos no cabían en su inventario y se colocaron en un contenedor temporal y seguro en el suelo. Recupérelos pronto, el contenedor se eliminará automáticamente en 20 minutos.","Certains objets ne rentraient pas dans votre inventaire et ont été placés dans un conteneur temporaire et sécurisé au sol. Veuillez les récupérer rapidement, le conteneur sera automatiquement supprimé dans 20 minutes.","一些物品未能放入您的背包，並已被放入地面上的臨時安全容器中。請盡快取回，容器將在 20 分鐘後自動刪除。","Some items didn't fit in your inventory and were placed in a temporary, secure container on the ground. Please retrieve them soon, the container will be automatically deleted in 20 minutes.","Some items didn't fit in your inventory and were placed in a temporary, secure container on the ground. Please retrieve them soon, the container will be automatically deleted in 20 minutes.","有些物品不适合你的库存，被放在地上一个临时的、安全的容器里。请尽快取回，容器将在20分钟后自动删除。",
"STR_EXPANSION_WOUND_INFECTION","Wound Infection","Wound Infection","Infekce rány","Wundinfektion","Заражение ран","Wound Infection","Sebfertőzés","Ferita infetta","Wound Infection","Infection d'une plaie","傷口感染","Wound Infection","Wound Infection","伤口感染",
"STR_MOD_EXPANSION_AUTHOR","DayZ Expansion Mod Team","DayZ Expansion Mod Team","Tým DayZ Expansion módu","DayZ Expansion Mod Team","Команда DayZ Expansion","Drużyna DayZ Expansion Mod","DayZ Expansion Mod Team","DayZ Expansion Mod Team","DayZ Expansion Mod Team","L'équipe DayZ Expansion Mod","DayZ Expansion Mod 團隊","DayZ Expansion Mod Team","Equipe DayZ Expansion Mod","DayZ Expansion Mod团队",
"STR_MOD_EXPANSION_CLOSE","Close","Close","Zavřít","Schließen","Закрыть","Close","Close","Chiudi","Close","Fermer","關閉","Close","Close","关闭",
"STR_MOD_EXPANSION_CLOSE_UPPERCASE","CLOSE","CLOSE","ZAVŘÍT","SCHLIESSEN","ЗАКРЫТЬ","CLOSE","CLOSE","CHIUDI","CERRAR","FERMER","關閉","CLOSE","CLOSE","关闭",
"STR_MOD_EXPANSION_DESC","The DayZ Expansion Mod extends the game with a variety of new content and game systems created on the basis of wishes from the DayZ community.","The DayZ Expansion Mod extends the game with a variety of new content and game systems created on the basis of wishes from the DayZ community.","DayZ Expansion mod rozšiřuje hru o nový obsah a herní systémy vytvořené na základě přání komunity DayZ.","Die DayZ Expansion Mod erweitert das Spiel mit einer Menge neuer Features. Erstellt von der DayZ Community.","DayZ Expansion - дополняет игру разнообразным новым контентом и игровыми системами, созданными на основе пожеланий сообщества DayZ.","DayZ Expansion Mod rozszerza grę o szereg nowych treści i systemów gier stworzonych na podstawie życzeń społeczności DayZ.","The DayZ Expansion Mod extends the game with a variety of new content and game systems created on the basis of wishes from the DayZ community.","DayZ Expansion Mod amplia il gioco grazie ad una nuova varietà di contenuti e meccaniche di gioco create in base alle richiesta della community di Dayz.","El Mod DayZ Expansion extiende el juego con una variedad de contenido y sistemas creados en base a deseos de la comunidad.","Le mod DayZ Expansion étend le jeu avec une variété de nouveaux contenus et systèmes de jeu créés sur la base des souhaits de la communauté DayZ.","DayZ Expansion Mod通過DayZ社區的願望創建了各種新內容和遊戲系統，從而擴展了遊戲的內容。","The DayZ Expansion Mod extends the game with a variety of new content and game systems created on the basis of wishes from the DayZ community.","O DayZ Expansion Mod estende o jogo com uma variedade de novos conteúdos e sistemas de jogos criados com base nos desejos da comunidade DayZ.","DayZ Expansion Mod根据DayZ社区的愿望，为游戏扩展了各种新内容和游戏系统。",
